Brand Name	Product Name	Category	Average Rating	Number of Reviews
Clarins	Clarins Mission Perfection Serum	Facial-Treatments	4.1212	33
Algenist	Algenist Triple-Action Micropolish & Peel	Facial-Treatments	4.5591	93
Skin Inc.	Skin Inc. Coenzyme Q10 Serum ENERGIZE & RENEW	Facial-Treatments	4	2
philosophy	philosophy Clear Days Ahead™ Overnight Repair Salicylic Acid Acne Treatment Pads	Facial-Treatments	4.352	125
Tata Harper	Tata Harper Replenishing Nutrient Complex Age-Defying Face Oil	Facial-Treatments	4.1613	31
Murad	Murad Clarifying Body Spray	Facial-Treatments	4.0714	28
Bobbi Brown	Bobbi Brown Intensive Skin Supplement	Facial-Treatments	4.1163	43
Skin Inc.	Skin Inc. Get Glowin’ Custom-Blended Serum Set	Facial-Treatments	4.4286	28
Lancer	Lancer Advanced C Radiance Cream with Vitamin C Collagen Cofactor 10x	Facial-Treatments	4.1818	11
Shiseido	Shiseido White Lucent Total Brightening Serum	Facial-Treatments	3.4597	124
philosophy	philosophy Clear Days Ahead™ Fast-Acting Salicylic Acid Acne Spot Treatment	Facial-Treatments	3.7912	91
First Aid Beauty	First Aid Beauty Clear Complexion Pads	Facial-Treatments	4.1429	7
Skin Inc.	Skin Inc. Vitamin C Serum REBALANCE & TACKLE PORES	Facial-Treatments	3.7143	21
NARS	NARS Optimal Brightening Concentrate	Facial-Treatments	3.6364	11
CLINIQUE	CLINIQUE Sculptwear Lift and Contour Serum for Face and Neck	Facial-Treatments	3.625	8
REN	REN Flash Hydro-Boost Instant Plumping Emulsion	Facial-Treatments	4.4512	82
Lancôme	Lancôme Advanced GÉNIFIQUE Youth Activating Concentrate	Facial-Treatments	4.5116	3
REN	REN Bio Retinoid Anti-Wrinkle Concentrate Oil	Facial-Treatments	4.1786	84
Dr. Brandt Skincare	Dr. Brandt Skincare 2% Retinol Complex Serum	Facial-Treatments	5	1
Jack Black	Jack Black Power Peel Multi-Acid Resurfacing Pads	Facial-Treatments	4.5556	36
Shiseido	Shiseido White Lucent OnMakeup Spot Correcting Serum Broad Spectrum SPF 25	Facial-Treatments	4.8333	6
Bobbi Brown	Bobbi Brown Skin Smoothing Pore Perfector	Facial-Treatments	3.7917	49
DERMAdoctor	DERMAdoctor Picture Porefect	Facial-Treatments	3.8605	301
Vita Liberata	Vita Liberata Self Tanning Anti Age Serum	Facial-Treatments	3.3636	33
Guerlain	Guerlain Abeille Royale Daily Repair Serum	Facial-Treatments	2.7778	9
CLINIQUE	CLINIQUE Acne Solutions Oil-Control Cleansing Mask	Facial-Treatments	4.4777	247
COVER FX	COVER FX BB Gel Mattifying Anti-Blemish Treatment	Facial-Treatments	3.5804	286
Origins	Origins A Perfect World™ Age-Defense Skin Guardian with White Tea	Facial-Treatments	4.4762	63
Skin Inc.	Skin Inc. Ceramide Serum STRENGTHEN & SOOTHE	Facial-Treatments	4.5	10
Dior	Dior Hydra Life Deep Hydration Sorbet Water Essence	Facial-Treatments	5	1
Algenist	Algenist GENIUS White Brightening Essence	Facial-Treatments	4.3333	9
boscia	boscia Clear Complexion Moisturizer	Facial-Treatments	3.5938	96
Murad	Murad Invisiblur™ Perfecting Shield	Facial-Treatments	3.9394	33
Algenist	Algenist Targeted Deep Wrinkle Minimizer	Facial-Treatments	3.6701	97
Skin Inc.	Skin Inc. Collagen Serum ELASTICITY & SUPPLENESS	Facial-Treatments	3.375	8
Karuna	Karuna Age-Defying+ Face Mask	Facial-Treatments	3.8214	28
REN	REN Keep Young and Beautiful Firming and Smoothing Serum	Facial-Treatments	3.9474	38
Kate Somerville	Kate Somerville EradiKate Daily Cleanser	Facial-Treatments	3.8276	30
Dr. Brandt Skincare	Dr. Brandt Skincare Power Dose Vitamin C	Facial-Treatments	5	4
Erborian	Erborian Yuza Sorbet Night Reinforced Nighttime Emulsion	Facial-Treatments	4.5	6
Dermarche Labs	Dermarche Labs BioREWIND™ PM Pro-Grade Retinoid Repairing Serum	Facial-Treatments	5	5
Peter Thomas Roth	Peter Thomas Roth Acne Clearing Wash	Facial-Treatments	5	1
Kate Somerville	Kate Somerville Age Arrest Anti-Wrinkle Cream	Facial-Treatments	5	4
Lancer	Lancer Lift Serum Intense with Stem Cell Recovery Complex	Facial-Treatments	5	1
DERMAdoctor	DERMAdoctor POETRY in Lotion®	Facial-Treatments	4.3533	184
Murad	Murad Acne Spot Treatment	Facial-Treatments	3.3529	51
Dr. Dennis Gross Skincare	Dr. Dennis Gross Skincare Clinical Concentrate Radiance Booster™	Facial-Treatments	4.05	40
Murad	Murad Advanced Active Radiance® Serum	Facial-Treatments	4.75	12
Kate Somerville	Kate Somerville EradiKate Mask Foam-Activated Mask	Facial-Treatments	4.1803	15
CLINIQUE	CLINIQUE Acne Solutions Cleansing Gel	Facial-Treatments	3.6452	31
SUNDAY RILEY	SUNDAY RILEY C.E.O. Rapid Flash Brightening Serum	Facial-Treatments	0	0
DECIEM	DECIEM Hylamide SubQ Anti-Age	Facial-Treatments	5	3
Murad	Murad Time Release Acne Cleanser	Facial-Treatments	4.2105	19
Estée Lauder	Estée Lauder Clear Difference Oil Control/Mattifying Hydrating Gel	Facial-Treatments	3.6842	19
Perricone MD	Perricone MD H2 Elemental Energy Hydrating Booster Serum	Facial-Treatments	5	1
Dior	Dior Capture Totale Le Sérum	Facial-Treatments	3.4	5
Peter Thomas Roth	Peter Thomas Roth Un-Wrinkle®Turbo Face Serum	Facial-Treatments	0	0
Perricone MD	Perricone MD Blue Plasma Gentle Daily Peel	Facial-Treatments	4.1429	7
NUDE Skincare	NUDE Skincare Advanced Renewal Serum	Facial-Treatments	3.9429	70
Murad	Murad Acne Complex® 30-Day Kit	Facial-Treatments	3.1707	41
Dr. Dennis Gross Skincare	Dr. Dennis Gross Skincare Clarifying Colloidal Sulfur Mask	Facial-Treatments	4.3392	44
Algenist	Algenist ELEVATE Firming & Lifting Contouring Serum	Facial-Treatments	4.0769	13
Perricone MD	Perricone MD Cold Plasma Face	Facial-Treatments	3.4003	22
Laneige	Laneige Mini Pore Blur Perfector	Facial-Treatments	4	2
Origins	Origins Plantscription™ Youth-Renewing Face Oil	Facial-Treatments	4.5833	36
CLINIQUE	CLINIQUE Pore Refining Solutions Correcting Serum	Facial-Treatments	3.867	391
Dermarche Labs	Dermarche Labs BioREWIND™ AM Full-Spectrum Antioxidant Serum	Facial-Treatments	5	4
philosophy	philosophy Clear Days Ahead Trial Kit	Facial-Treatments	2.8519	27
Urban Decay	Urban Decay Rehab Makeup Prep Pore Refining Peel	Facial-Treatments	1.4444	9
Dr. Jart+	Dr. Jart+ Pore Master Patch	Facial-Treatments	3.3161	174
CLINIQUE	CLINIQUE Clinique Smart Treatment Oil	Facial-Treatments	4.6	20
DECIEM	DECIEM Hylamide Pore Control	Facial-Treatments	5	4
Dr. Dennis Gross Skincare	Dr. Dennis Gross Skincare Hydra-Pure™ Vitamin C Brightening Serum	Facial-Treatments	4.1194	67
Peter Thomas Roth	Peter Thomas Roth Retinol Fusion PM	Facial-Treatments	4.5	30
Erborian	Erborian Elixir au Ginseng Youth Micellar Emulsion Essence	Facial-Treatments	5	1
Estée Lauder	Estée Lauder Advanced Night Repair Intensive Recovery Ampoules	Facial-Treatments	4.8333	6
NARS	NARS Instant Line and Pore Perfector	Facial-Treatments	2.7714	70
CLINIQUE	CLINIQUE Turnaround Radiance Peel	Facial-Treatments	4.1481	27
Guerlain	Guerlain Midnight Secret Late Night Recovery Treatment	Facial-Treatments	4.5	12
Juice Beauty	Juice Beauty GREEN APPLE™ Peel Full Strength	Facial-Treatments	4.2	15
Eve Lom	Eve Lom Age Defying Smoothing Treatment	Facial-Treatments	5	2
Skin Inc.	Skin Inc. Licorice Serum CALM IRRITATED SKIN	Facial-Treatments	3.875	16
L’Occitane	L’Occitane Immortelle Divine Extract	Facial-Treatments	4.5	4
Lancer	Lancer Dani Glowing Skin Perfector	Facial-Treatments	3.6129	31
DERMAdoctor	DERMAdoctor Photodynamic Therapy Age Spot Eraser & Skin Brightener	Facial-Treatments	3.7692	13
Perricone MD	Perricone MD OVM	Facial-Treatments	4.5556	9
Guerlain	Guerlain Super Aqua-Crème Day Gel	Facial-Treatments	3.6667	3
AMOREPACIFIC	AMOREPACIFIC All Day Balancing Care Serum	Facial-Treatments	5	1
Perricone MD	Perricone MD Cold Plasma Sub-D	Facial-Treatments	3.8253	8
Juice Beauty	Juice Beauty Blemish Clearing Cleanser	Facial-Treatments	3.9333	15
Anthony	Anthony Glycolic Cleanser	Facial-Treatments	4.75	4
philosophy	philosophy Miracle Worker™ Miraculous Anti-aging Retinoid Pads and Solution	Facial-Treatments	4.5	4
Fresh	Fresh Umbrian Clay Mattifying Serum	Facial-Treatments	3.7586	87
Fresh	Fresh Elixir Ancien	Facial-Treatments	3.68	25
NuFACE	NuFACE Gel Primer 24K Gold Complex - Brighten	Facial-Treatments	4	5
First Aid Beauty	First Aid Beauty Skin Rescue Body Bar	Facial-Treatments	4.0312	32
Shiseido	Shiseido Ibuki Multi Solution Gel	Facial-Treatments	3.8056	72
Shiseido	Shiseido Future Solution LX Ultimate Regenerating Serum	Facial-Treatments	4.75	4
Guerlain	Guerlain Super Aqua-Serum	Facial-Treatments	4.3182	22
Erborian	Erborian Yuza Sorbet Featherweight Emulsion	Facial-Treatments	4.1667	6
Skin Inc.	Skin Inc. Lines Be-Gone! Custom-Blended Serum	Facial-Treatments	4.15	20
Jurlique	Jurlique Herbal Recovery Advanced Serum	Facial-Treatments	4	5
First Aid Beauty	First Aid Beauty Redness Relief Serum	Facial-Treatments	3.7273	11
Dior	Dior Capture XP Ultimate Deep Wrinkle Correction Serum	Facial-Treatments	4.3171	41
Estée Lauder	Estée Lauder Nutritious Vitality8™ Night Detox Concentrate	Facial-Treatments	4	3
COVER FX	COVER FX Custom Blot Drops	Facial-Treatments	2.7931	116
Dr. Jart+	Dr. Jart+ Every Sun Day Soothing Gel	Facial-Treatments	4.1429	7
Murad	Murad IntensiveñC® Radiance Peel	Facial-Treatments	4.4812	7
Eve Lom	Eve Lom Dynaspot	Facial-Treatments	4	8
AMOREPACIFIC	AMOREPACIFIC Green Tea Seed Treatment Oil	Facial-Treatments	3.5	18
Lancer	Lancer Intensive Night Treatment with Hylaplex® and Marula Oil	Facial-Treatments	4.6	5
Fresh	Fresh Crème Ancienne® Supreme Face Serum	Facial-Treatments	5	3
Algenist	Algenist Multi-Perfecting Pore Corrector Concentrate	Facial-Treatments	3.6842	57
B. Kamins	B. Kamins Lactic-10	Facial-Treatments	4.5	2
Clarins	Clarins Booster Repair	Facial-Treatments	4.6	5
Anthony	Anthony High Performance Anti-Wrinkle Glycolic Peptide Serum	Facial-Treatments	4.3846	13
Peter Thomas Roth	Peter Thomas Roth De-Spot™ Skin Brightening Corrector	Facial-Treatments	3.5	2
L’Occitane	L’Occitane Pivoine Sublime Skin Perfector Serum	Facial-Treatments	3.7857	14
Juice Beauty	Juice Beauty GREEN APPLE™ Peel Pregnancy	Facial-Treatments	5	1
Guerlain	Guerlain Radiance in a Flash Instant Radiance & Tightening	Facial-Treatments	4.2857	7
Kate Somerville	Kate Somerville Age Arrest Anti-Wrinkle Serum	Facial-Treatments	4.1429	14
DECIEM	DECIEM Hylamide Booster C25	Facial-Treatments	4	7
Perricone MD	Perricone MD High Potency Face Firming Activator	Facial-Treatments	0	0
Laneige	Laneige Bright Renew Original Serum	Facial-Treatments	4.0556	18
Anthony	Anthony High Performance Vitamin A Treatment	Facial-Treatments	0	0
CLINIQUE	CLINIQUE Turnaround Revitalizing Treatment Oil	Facial-Treatments	4.15	20
Murad	Murad White Brilliance Porcelain Serum	Facial-Treatments	3.6667	3
Skin Inc.	Skin Inc. French Pine Bark Serum ANTIOXIDANT PROTECTION	Facial-Treatments	4	6
Omorovicza	Omorovicza Rose Lifting Serum	Facial-Treatments	4.2	5
philosophy	philosophy The Microdelivery Detoxifying Oxygen Peel	Facial-Treatments	4.4545	11
Darphin	Darphin Resurfacing Peel	Facial-Treatments	0	0
DECIEM	DECIEM NIOD Copper Amino Isolate Serum 1.00%	Facial-Treatments	4.8333	6
Murad	Murad MattEffect Blotting Perfector	Facial-Treatments	4.1667	12
Peter Thomas Roth	Peter Thomas Roth Instant Firmx™	Facial-Treatments	4.1429	7
Origins	Origins Maskimizer™ Skin-Optimizing Mask Primer	Facial-Treatments	3.1849	119
Peter Thomas Roth	Peter Thomas Roth Camu Camu Power C x 30™ Vitamin C Brightening Serum	Facial-Treatments	3.1429	7
Clarins	Clarins Booster Energy	Facial-Treatments	4.5	12
Clarins	Clarins Booster Detox	Facial-Treatments	4.4444	9
philosophy	philosophy Time In A Bottle 100% In-Control	Facial-Treatments	3.8	5
REN	REN Flash Rinse 1 Minute Facial	Facial-Treatments	3.8355	152
AMOREPACIFIC	AMOREPACIFIC MOISTURE BOUND Hydration Boost	Facial-Treatments	5	3
B. Kamins	B. Kamins Blemish Gel 5%	Facial-Treatments	3.9286	14
philosophy	philosophy Resurface - The Microdelivery Dual-Phase Peel	Facial-Treatments	4.6915	29
Skyn Iceland	Skyn Iceland Hydro Cool Firming Face Gels	Facial-Treatments	5	1
Algenist	Algenist SPLASH Absolute Hydration Replenishing Emulsion	Facial-Treatments	4.0476	21
Skyn Iceland	Skyn Iceland Arctic Elixir	Facial-Treatments	5	3
Omorovicza	Omorovicza Copper Peel	Facial-Treatments	4.4118	34
Murad	Murad Complete Reform With Glyco Firming Complex	Facial-Treatments	4.5	6
Kate Somerville	Kate Somerville LumiWhite™ Dark Spot Concentrate	Facial-Treatments	2.5	4
Murad	Murad Eye Lift Firming Treatment	Facial-Treatments	3.9474	76
Dior	Dior Diorsnow White Reveal Ultra Purifying Liquid	Facial-Treatments	3.8333	18
Darphin	Darphin INTRAL Redness Relief Soothing Serum	Facial-Treatments	4.1818	11
Murad	Murad Acne Clearing Solution	Facial-Treatments	3.9067	12
philosophy	philosophy When Hope Is Not Enough	Facial-Treatments	3.5	4
Murad	Murad Rapid Collagen Infusion®	Facial-Treatments	5	2
AHAVA	AHAVA Dead Sea Crystal Osmoter™ X6 Facial Serum	Facial-Treatments	0	0
Shiseido	Shiseido Pureness Blemish Clearing Gel	Facial-Treatments	4.5	10
philosophy	philosophy The Micro Exfoliating Triple-Acid Brightening Peel	Facial-Treatments	4.4286	7
Dior	Dior Capture Totale Dreamskin	Facial-Treatments	4.2512	207
B. Kamins	B. Kamins Anti-Blemish Pads	Facial-Treatments	5	4
Juice Beauty	Juice Beauty GREEN APPLE™ Peel Nightly Brightening Pads	Facial-Treatments	4	1
Darphin	Darphin Exquisâge Beauty Revealing Serum	Facial-Treatments	5	1
Peter Thomas Roth	Peter Thomas Roth Oilless Oil™ 100 percent Purified Squalane	Facial-Treatments	4.4667	15
DECIEM	DECIEM Hylamide Pore Delete	Facial-Treatments	2.3333	4
Anthony	Anthony Deep-Pore Cleansing Clay	Facial-Treatments	4.6667	21
Dr. Jart+	Dr. Jart+ PORE MEDIC Derma @ home peeling	Facial-Treatments	4.3864	45
Laneige	Laneige Multiberry Yogurt Peeling  Gel	Facial-Treatments	4.3	10
Biotherm	Biotherm AQUASOURCE DEEP SERUM	Facial-Treatments	4	5
Peter Thomas Roth	Peter Thomas Roth Wrinkle X Fast-Acting Serum	Facial-Treatments	5	1
Skyn Iceland	Skyn Iceland Nordic Skin Peel	Facial-Treatments	4.3986	138
Bliss	Bliss That’s Incredi-peel!	Facial-Treatments	4.3333	3
Dr. Jart+	Dr. Jart+ Liftra™ Contour Fixer	Facial-Treatments	3.75	4
Eve Lom	Eve Lom Intense Hydration Serum	Facial-Treatments	3.5556	9
DECIEM	DECIEM Hylamide Matte 12	Facial-Treatments	4	11
Biotherm	Biotherm SKINïBEST SERUM-IN-CREAM	Facial-Treatments	5	5
DECIEM	DECIEM NIOD Photography Fluid Tan Opacity 8%	Facial-Treatments	5	1
Bliss	Bliss Peeling Groovy Facial Serum	Facial-Treatments	5	1
B. Kamins	B. Kamins Nighttime Oil Control Lotion	Facial-Treatments	4	2
Jurlique	Jurlique Rose Moisture Plus Daily Moisture Balancing Serum	Facial-Treatments	4.1429	3
Estée Lauder	Estée Lauder Revitalizing Supreme+ Global Anti-Aging Wake Up Balm	Facial-Treatments	0	0
Kate Somerville	Kate Somerville EradiKate™ To-Go	Facial-Treatments	2.5833	12
Tria	Tria Finishing Serum	Facial-Treatments	4.3333	3
Juice Beauty	Juice Beauty STEM CELLULAR™ Anti-Wrinkle Booster Serum	Facial-Treatments	4	1
Jurlique	Jurlique Calendula Redness Rescue Restorative Treatment Serum	Facial-Treatments	5	1
Kate Somerville	Kate Somerville EradiKate™ To-Go & Oil Free Moisturizer	Facial-Treatments	4.25	4
Jurlique	Jurlique Calendula Redness Rescue Restorative Treatment Serum	Facial-Treatments	3.7	10
Dr. Brandt Skincare	Dr. Brandt Skincare Do Not Age with Dr. Brandt™ Beauty Sleep Serum	Facial-Treatments	5	1
Juice Beauty	Juice Beauty Antioxidant Serum	Facial-Treatments	0	0
Juice Beauty	Juice Beauty Stem Cellular Exfoliating Peel Spray	Facial-Treatments	0	0
Dr. Brandt Skincare	Dr. Brandt Skincare Do Not Age with Dr. Brandt Transforming Pearl Serum	Facial-Treatments	4.3333	3
B. Kamins	B. Kamins Acne Wash	Facial-Treatments	4	6
Dr. Dennis Gross Skincare	Dr. Dennis Gross Skincare Triple C Peptide Firming Oil	Facial-Treatments	2	1
Kate Somerville	Kate Somerville DermalQuench Liquid Lift™ + Retinol	Facial-Treatments	5	4
Lancôme	Lancôme VISIONNAIRE LR 2412 - Cx Pre-Correcting Lotion	Facial-Treatments	5	1
Nurse Jamie	Nurse Jamie Ultra Conductive Gel	Facial-Treatments	3.5	2
Kate Somerville	Kate Somerville DermalQuench Liquid Lift™ Advanced Wrinkle Reducer	Facial-Treatments	5	4
B. Kamins	B. Kamins Clear Skin Kit	Facial-Treatments	4.6	5
REN	REN Vita Mineral™ Omega 3 Optimum Skin Oil	Facial-Treatments	4.1074	149
Juice Beauty	Juice Beauty Blemish Clearing Powder	Facial-Treatments	0	0
Darphin	Darphin HYDRASKIN Intensive Skin-Hydrating Serum	Facial-Treatments	4.5714	7
Kate Somerville	Kate Somerville LumiWhite™ Skin Tone Perfector	Facial-Treatments	4.5	1
philosophy	philosophy Turbo Booster C Powder	Facial-Treatments	4.3333	6
Juice Beauty	Juice Beauty GREEN APPLE™ Peel Blemish Clearing	Facial-Treatments	3	1
boscia	boscia Clear Complexion Willow Bark Spot Treatment	Facial-Treatments	3.8434	632
Dr. Jart+	Dr. Jart+ PORE MEDIC Pore Minish Primer	Facial-Treatments	3.8929	56
Tria	Tria Overnight Brightening Boost Facial	Facial-Treatments	5	5
Clarins	Clarins Daily Energizer Wake-Up Booster	Facial-Treatments	4.4	5
Juice Beauty	Juice Beauty Blemish Be Gone	Facial-Treatments	3	1
Clarisonic	Clarisonic Sonic Radiance™ Brightening Solution Brightening Activator Serum	Facial-Treatments	3	1
Skyn Iceland	Skyn Iceland Angelica Line Smoother	Facial-Treatments	2	1
Clarisonic	Clarisonic Decongesting Clay Mask	Facial-Treatments	4.8	3
Peter Thomas Roth	Peter Thomas Roth Wrinkle X Peel Pads	Facial-Treatments	4.4706	17
philosophy	philosophy The Present® Invisible Skin Perfector & Oil-Free Makeup Primer	Facial-Treatments	4.2015	1082
philosophy	philosophy The Present® Invisible Skin Perfector & Oil-Free Makeup Primer	Facial-Treatments	3	1
philosophy	philosophy The Present Clear Makeup	Facial-Treatments	0	0
Biotherm	Biotherm AQUASOURCE Nutrition	Facial-Treatments	5	1
Darphin	Darphin Blemish Clearing Gel	Facial-Treatments	5	1
Biotherm	Biotherm BLUE THERAPY DAY CREAM SPF 15	Facial-Treatments	5	2
Skin Inc.	Skin Inc. Daily Dose Serum Bottle	Facial-Treatments	5	1
Perricone MD	Perricone MD DMAE Firming Pads	Facial-Treatments	5	1
Peter Thomas Roth	Peter Thomas Roth FIRMx Growth Factor Extreme Neuropeptide Serum	Facial-Treatments	5	1
philosophy	philosophy Full Of Promise™ Dual-Action Restoring Cream	Facial-Treatments	5	1
Perricone MD	Perricone MD High Potency Evening Repair	Facial-Treatments	5	1
Darphin	Darphin Lumière Essentielle Radiance & Hydration Illuminating Oil Serum	Facial-Treatments	5	1
Dr. Brandt Skincare	Dr. Brandt Skincare Power Dose Vitamin D	Facial-Treatments	5	1
Skyn Iceland	Skyn Iceland Pure Pore Minimizer	Facial-Treatments	5	1
Guerlain	Guerlain Super Aqua-Serum Light	Facial-Treatments	5	1
Origins	"Origins Three Part Harmony Oil-Infused Serum for Renewal, Repair, and Radiance"	Facial-Treatments	5	1
Jack Black	Jack Black Line Smoother Oil-Free Moisturizer	Facial-Treatments	4.5405	1
shu uemura	shu uemura Chroma 4 Clarifying Essence	Facial-Treatments	4.5	2
Lancôme	Lancôme ÉNERGIE DE VIE Dullness Relief Instant Freshness & Energizing Daily Milky Lotion	Facial-Treatments	4.5	2
Peter Thomas Roth	Peter Thomas Roth FIRMx® Face and Neck Contouring System	Facial-Treatments	4.5	2
B. Kamins	B. Kamins Triple Power Exfoliating Mask	Facial-Treatments	4.5	2
Perricone MD	Perricone MD Concentrated Restorative Treatment	Facial-Treatments	4.4766	3
Kate Somerville	Kate Somerville Quench Oil Free Hydrating Face Serum	Facial-Treatments	4.4084	3
Kate Somerville	Kate Somerville Dilo Oil Age-Defying Oil	Facial-Treatments	4.4019	4
Lancôme	Lancôme Rènergie Lift Multi-Action Reviva-Concentrate™	Facial-Treatments	4.4	15
Dr. Brandt Skincare	Dr. Brandt Skincare Save Our Skin Soothing Solution	Facial-Treatments	4.4	5
Perricone MD	Perricone MD Serum Prep	Facial-Treatments	4.4	2
Koh Gen Do	Koh Gen Do Oriental Plants Essence	Facial-Treatments	4.375	8
Kate Somerville	Kate Somerville HydraKate Face Serum	Facial-Treatments	4.36	2
Perricone MD	Perricone MD No Foundation Foundation Serum	Facial-Treatments	4.35	20
Perricone MD	Perricone MD Hyalo Plasma	Facial-Treatments	4.3333	3
Kate Somerville	Kate Somerville RetAsphere™ Micro Peel	Facial-Treatments	4.3333	3
Perricone MD	Perricone MD High Potency Amine Face Treatment	Facial-Treatments	4.3191	1
Dr. Brandt Skincare	Dr. Brandt Skincare Laser FX Perfect Serum	Facial-Treatments	4.3158	19
Kate Somerville	Kate Somerville Quench Hydrating Face Serum	Facial-Treatments	4.2684	2
Perricone MD	Perricone MD Acyl-Glutathione	Facial-Treatments	4.1681	2
Lancôme	Lancôme Visionnaire Advanced Skin Corrector	Facial-Treatments	4.0349	458
Lancôme	Lancôme ABSOLUE Sublime Oleo-Serum	Facial-Treatments	4	1
Peter Thomas Roth	Peter Thomas Roth Anti-Shine Mattifying Gel	Facial-Treatments	4	1
Biotherm	Biotherm BLUE THERAPY SERUM	Facial-Treatments	4	2
Dior	Dior Diorsnow Global Transparency Essence	Facial-Treatments	4	1
Darphin	Darphin Micro-Refining Smoothing Fluid for Combination Skin	Facial-Treatments	4	1
Estée Lauder	Estée Lauder Nutritious Vitality8™ Radiant Dual-Phase Emulsion	Facial-Treatments	4	4
Peter Thomas Roth	Peter Thomas Roth Pore Putty™ Pore and Wrinkle Reducer	Facial-Treatments	4	9
Biotherm	Biotherm SKINïBEST DAY CREAM SPF 15	Facial-Treatments	4	1
Darphin	Darphin Smoothing Perfecting Serum	Facial-Treatments	4	1
Estée Lauder	Estée Lauder Swiss Performing Extract	Facial-Treatments	4	3
Perricone MD	Perricone MD Thio:Plex Intensive™ 2-Step Brightening System	Facial-Treatments	4	8
shu uemura	shu uemura TSUYA Skin Youthful Bouncy-Fine Emulsion	Facial-Treatments	4	4
Fresh	Fresh Peony Spot-Correcting Brightening Essence	Facial-Treatments	3.9831	59
Dr. Brandt Skincare	Dr. Brandt Skincare Needles No More® 3-D Filler Mask	Facial-Treatments	3.7647	17
Estée Lauder	Estée Lauder Crescent White Full Brightening Spot Correcting Esscence	Facial-Treatments	3.75	4
Algenist	Algenist Genius White Brightening Anti-Aging Emulsion	Facial-Treatments	3.75	8
DECIEM	"DECIEM NIOD Photography Fluid, Opacity 12%"	Facial-Treatments	3.75	4
Skin Inc.	Skin Inc. Hydrate ’Em Custom Blended Serum Set	Facial-Treatments	3.6667	6
Perricone MD	Perricone MD Acyl-Glutathione Deep Crease Serum	Facial-Treatments	3.6	5
Perricone MD	Perricone MD Vitamin C Ester 15	Facial-Treatments	3.5556	9
Lancôme	Lancôme DreamTone Ultimate Dark Spot Corrector	Facial-Treatments	3.5469	128
COVER FX	COVER FX Blemish Treatment Primer	Facial-Treatments	3.5263	38
Guerlain	Guerlain Blanc de Perle Rosy Whitening Essence	Facial-Treatments	3.5	2
Shiseido	Shiseido Future Solution LX Superior Radiance Serum	Facial-Treatments	3.5	4
Guerlain	Guerlain Super Aqua-Crème Night Balm	Facial-Treatments	3.4286	7
Biotherm	Biotherm AQUASOURCE SKIN PERFECTION	Facial-Treatments	3.4	5
Tweezerman	Tweezerman Pink Perfection Extractor	Facial-Treatments	3.381	21
Kate Somerville	Kate Somerville CytoCell P299MC Oil Free Anti-Wrinkle Serum	Facial-Treatments	3.3333	3
Omorovicza	Omorovicza Radiance Renewal Serum	Facial-Treatments	3.3333	6
Radical Skincare	Radical Skincare Peptide Infused Antioxidant Serum	Facial-Treatments	3.3	10
philosophy	philosophy No Reason To Hide Multi-Imperfection Transforming Serum	Facial-Treatments	3.2857	7
Tria	Tria Acne Clearing Blue Light	Facial-Treatments	3	6
B. Kamins	B. Kamins Glycolic-10	Facial-Treatments	3	3
Juice Beauty	Juice Beauty GREEN APPLE™ Age Defy Serum	Facial-Treatments	3	2
Kate Somerville	Kate Somerville Mega-C™ Dual Radiance Serum	Facial-Treatments	3	2
Bliss	Bliss Triple Oxygen Radiant Protection Energizing Serum	Facial-Treatments	3	1
B. Kamins	B. Kamins Corrective Mattifier	Facial-Treatments	2.75	8
Guerlain	Guerlain Abeille Royale Dark Spot Corrector Pore Minimizer Serum	Facial-Treatments	2.6667	3
philosophy	philosophy The Microdelivery Overnight Anti-Aging Peel	Facial-Treatments	2.6667	3
Natasha Denona	Natasha Denona Lifting Primer Anti-Aging Serum	Facial-Treatments	2.625	8
Lancôme	Lancôme VISIONNAIRE 1 Minute Blur	Facial-Treatments	2.5	2
DECIEM	DECIEM Hylamide Booster Glow	Facial-Treatments	2	3
B. Kamins	B. Kamins Purifying Mask	Facial-Treatments	1.5	2
AHAVA	AHAVA Dead Sea Osmoter™ Face Concentrate	Facial-Treatments	1	0
Radical Skincare	Radical Skincare Extreme Repair	Facial-Treatments	1	1
Juice Beauty	Juice Beauty GREEN APPLE™ Peel Sensitive	Facial-Treatments	1	0
Peter Thomas Roth	Peter Thomas Roth Acne Spot and Area Treatment	Facial-Treatments	0	0
Peter Thomas Roth	Peter Thomas Roth Acne System	Facial-Treatments	0	0
AHAVA	AHAVA Age Control Brightening and Renewal Serum	Facial-Treatments	0	0
Guerlain	Guerlain Blanc De Perle Essence In Lotion Brightening Lotion	Facial-Treatments	0	0
Guerlain	Guerlain Blanc de Perle White P.E.A.R.L. Fusion Whitening Day & Night Treatment	Facial-Treatments	0	0
Biotherm	Biotherm Blue Therapy Accelerated Repairing Serum	Facial-Treatments	0	0
Lancôme	Lancôme Bright Expert Dark Spot Corrector	Facial-Treatments	0	0
B. Kamins	B. Kamins C- Resveratrol Serum Kx	Facial-Treatments	0	0
Algenist	Algenist ELEVATE Advanced Lift Contouring Cream	Facial-Treatments	0	0
Bliss	"Bliss Firm, Baby, Firm Dual-Action Lifting + Volumizing Serum"	Facial-Treatments	0	0
philosophy	philosophy Full Of Promise™ Treatment Duo	Facial-Treatments	0	0
