Brand Name	Product Name	Category	Average Rating	Number of Reviews
Urban Decay	Urban Decay Naked Basics	Eye-Makeup	4.573	3446
Bobbi Brown	Bobbi Brown Smokey Eye Mascara	Eye-Makeup	4.3497	306
Yves Saint Laurent	Yves Saint Laurent The Shock Volumizing Mascara	Eye-Makeup	4.2034	418
SEPHORA COLLECTION	SEPHORA COLLECTION Long-Lasting 12 HR Wear Eye Liner	Eye-Makeup	4.3093	2661
Urban Decay	Urban Decay Moondust Eyeshadow	Eye-Makeup	4.5083	726
SEPHORA COLLECTION	SEPHORA COLLECTION Colorful 5 Eyeshadow Palette	Eye-Makeup	4.0955	314
Dior	Dior Diorshow Pump‘N’Volume Mascara	Eye-Makeup	3.5222	92
Urban Decay	Urban Decay Moondust Palette	Eye-Makeup	4.3625	389
rms beauty	rms beauty Un Cover-Up Concealer/Foundation	Eye-Makeup	4.3304	115
BECCA	BECCA Under Eye Brightening Corrector	Eye-Makeup	4.0484	765
Dior	Dior Diorshow Waterproof Mascara	Eye-Makeup	3.9517	2485
tarte	tarte Gifted™ Amazonian Clay Smart Mascara	Eye-Makeup	4.3578	1406
Laura Mercier	Laura Mercier Secret Concealer	Eye-Makeup	4.2681	1932
tarte	tarte Wide Awake Eye Set	Eye-Makeup	4.62	50
SEPHORA COLLECTION	SEPHORA COLLECTION Mixology Eyeshadow Palette	Eye-Makeup	4.325	40
bareMinerals	bareMinerals bareminerals® Stroke of Light™ Eye Brightener	Eye-Makeup	4.1962	632
Too Faced	Too Faced Born This Way Naturally Radiant Concealer	Eye-Makeup	3.5663	529
tarte	tarte Tarteist™ PRO Glitter Liner	Eye-Makeup	4.4167	25
CLINIQUE	CLINIQUE Quickliner for Eyes Intense	Eye-Makeup	3.9977	434
CLINIQUE	CLINIQUE High Impact Mascara	Eye-Makeup	4.3549	2088
Urban Decay	Urban Decay Cannonball Ultra Waterproof Mascara	Eye-Makeup	4.1687	723
Marc Jacobs Beauty	Marc Jacobs Beauty Magic Marc'er Precision Pen Waterproof Liquid Eyeliner	Eye-Makeup	4.2122	905
Too Faced	Too Faced Natural Matte Eye Palette	Eye-Makeup	4.6137	642
MILK MAKEUP	MILK MAKEUP Tattoo Stamp	Eye-Makeup	4.175	40
LASHFOOD	LASHFOOD Phyto-Medic Eyelash Enhancer	Eye-Makeup	3.9029	103
NARS	NARS Concealer	Eye-Makeup	3.8997	758
SEPHORA COLLECTION	SEPHORA COLLECTION MicroSmooth Baked Eyeshadow Trio	Eye-Makeup	4.2381	399
MAKE UP FOR EVER	MAKE UP FOR EVER Aqua XL Ink Eye Liner	Eye-Makeup	2.6667	7
SEPHORA COLLECTION	SEPHORA COLLECTION Tinted Brow Freeze	Eye-Makeup	3.8727	220
MILK MAKEUP	MILK MAKEUP Eye Pigment	Eye-Makeup	3.8252	104
tarte	tarte Make Believe In Yourself: Limited-Edition Tarteist™ PRO Glitter Liner	Eye-Makeup	5	17
Lancôme	Lancôme ARTLINER - Precision Point EyeLiner	Eye-Makeup	4.5151	1262
Urban Decay	Urban Decay UD Jean-Michel Basquiat 24/7 Glide-On Eye Pencil	Eye-Makeup	5	8
Laura Mercier	Laura Mercier Secret Camouflage	Eye-Makeup	4.1268	1695
Anastasia Beverly Hills	Anastasia Beverly Hills Brush #14	Eye-Makeup	4.712	125
Urban Decay	Urban Decay Eyeshadow Primer Potion - Anti-Aging	Eye-Makeup	4.04	924
SEPHORA COLLECTION	SEPHORA COLLECTION LashCraft Length & Volume Mascara	Eye-Makeup	3.7879	495
tarte	tarte Amazonian Clay Waterproof Brow Mousse	Eye-Makeup	4.54	988
Giorgio Armani Beauty	Giorgio Armani Beauty Eye Tint	Eye-Makeup	4.4184	294
Buxom	Buxom Lash Waterproof Mascara	Eye-Makeup	4.1349	415
Benefit Cosmetics	Benefit Cosmetics Defined & Refined Brow Kit	Eye-Makeup	4.2235	85
bareMinerals	bareMinerals BARESKIN® Complete Coverage Serum Concealer	Eye-Makeup	3.9846	454
The Estée Edit	The Estée Edit The Edgiest Kohl Shadowstick	Eye-Makeup	4.2364	56
Laura Mercier	Laura Mercier Eye Basics	Eye-Makeup	4.4325	1186
tarte	tarte Tarteist™ Lash Paint Mascara	Eye-Makeup	3.9886	701
LASHFOOD	LASHFOOD BROWFOOD Phyto-Medic Eyebrow Enhancer	Eye-Makeup	4.1228	57
Bobbi Brown	Bobbi Brown Perfectly Defined Gel Eyeliner	Eye-Makeup	4.0354	113
The Estée Edit	The Estée Edit Gritty & Glow Magnetic Eye and Face Palettes	Eye-Makeup	4.56	100
CLINIQUE	CLINIQUE Quickliner for Eyes	Eye-Makeup	4.2961	1476
The Estée Edit	The Estée Edit Inside Track Eye Kajal	Eye-Makeup	4.3166	698
tarte	tarte Tarteist Pro To Go Amazonian Clay Palette	Eye-Makeup	4.5933	151
Estée Lauder	Estée Lauder Double Wear Zero-Smudge Lengthening Mascara	Eye-Makeup	4.4272	103
SEPHORA COLLECTION	SEPHORA COLLECTION House of Lashes® Eyelash Adhesive	Eye-Makeup	4.5075	134
Benefit Cosmetics	Benefit Cosmetics ka-BROW! Cream-Gel Eyebrow Color with Brush	Eye-Makeup	4.3585	663
SEPHORA COLLECTION	SEPHORA COLLECTION Outrageous Volume ñ Dramatic Volume Mascara	Eye-Makeup	3.2855	1584
Dior	Dior Diorshow Iconic Mascara	Eye-Makeup	4.2853	2506
Hourglass	Hourglass Arch Brow Sculpting Pencil	Eye-Makeup	4.4257	646
Too Faced	Too Faced Shadow Insurance Glitter Glue Glitter Bonding Eye Shadow Primer	Eye-Makeup	4.733	427
Hourglass	Hourglass 1.5MM Mechanical Gel Eye Liner	Eye-Makeup	3.8124	438
Benefit Cosmetics	Benefit Cosmetics They’re Real! Tinted Lash Primer	Eye-Makeup	4.2991	351
SEPHORA COLLECTION	SEPHORA COLLECTION Luxe False Lash	Eye-Makeup	3.738	332
Smashbox	Smashbox #SHAPEMATTERS PALETTE	Eye-Makeup	4.3604	419
Anastasia Beverly Hills	Anastasia Beverly Hills Tweezers	Eye-Makeup	4.6675	400
Lancôme	Lancôme HYPNÔSE - Custom Volume Mascara	Eye-Makeup	4.3793	833
Urban Decay	Urban Decay Razor Sharp Water-Resistant Longwear Liquid Eyeliner	Eye-Makeup	3.912	216
SEPHORA COLLECTION	SEPHORA COLLECTION Colorful Wink-It Felt Liner Waterproof	Eye-Makeup	3.9402	301
Too Faced	Too Faced Boudoir Eyes Soft & Sexy Eye Shadow Collection	Eye-Makeup	4.4646	919
MAKE UP FOR EVER	MAKE UP FOR EVER Aqua Seal	Eye-Makeup	4.1611	329
Too Faced	Too Faced White Chocolate Chip Palette	Eye-Makeup	2.6134	627
Dior	Dior Crayon Eyeliner - Waterproof	Eye-Makeup	4.3513	481
SEPHORA COLLECTION	SEPHORA COLLECTION Colorful Waterproof Eyeliner 24 HR Wear	Eye-Makeup	3.2076	949
stila	stila Huge Extreme Lash Mascara	Eye-Makeup	4.0781	333
Lancôme	Lancôme DRAMA LIQUI-PENCIL™ Longwear Eyeliner	Eye-Makeup	4.1973	963
Kat Von D	Kat Von D Shade + Light Eye Contour Quad	Eye-Makeup	4.1701	535
Too Faced	Too Faced Semi Sweet Chocolate Bar	Eye-Makeup	4.4122	900
CLINIQUE	CLINIQUE Pretty Easy Liquid Eyelining Pen	Eye-Makeup	4.5769	312
Lancôme	Lancôme DÉFINICILS WATERPROOF - High Definition Mascara	Eye-Makeup	4.154	448
tarte	tarte Tarteist™ Clay Paint Liner	Eye-Makeup	3.7162	956
Yves Saint Laurent	Yves Saint Laurent Mascara Volume Effet Faux Cils Babydoll	Eye-Makeup	4.0737	936
Urban Decay	Urban Decay Subversion Lash Primer	Eye-Makeup	4.2603	219
Dior	Dior Diorshow Black Out Mascara	Eye-Makeup	4.1307	3006
Yves Saint Laurent	Yves Saint Laurent MASCARA VOLUME EFFET FAUX CILS - Luxurious Mascara	Eye-Makeup	3.8597	221
BURBERRY	BURBERRY Fresh Glow Highlighter	Eye-Makeup	4.2857	28
Givenchy	Givenchy Mister Light Instant Light Corrective Pen	Eye-Makeup	4.3144	862
MAKE UP FOR EVER	MAKE UP FOR EVER Excessive Lash Arresting Volume Mascara	Eye-Makeup	4.1053	247
Benefit Cosmetics	Benefit Cosmetics BADgal Lash Mascara	Eye-Makeup	4.0321	6159
Marc Jacobs Beauty	Marc Jacobs Beauty O!Mega Lash Volumizing Mascara	Eye-Makeup	3.8683	463
Laura Mercier	Laura Mercier Eye Art Artist's Palette	Eye-Makeup	4.3865	652
tarte	tarte Amazonian Clay Waterproof Brow Pencil	Eye-Makeup	4.3774	742
Bobbi Brown	Bobbi Brown Intensive Skin Serum Concealer	Eye-Makeup	3.6179	123
Benefit Cosmetics	Benefit Cosmetics Stay Don’t Stray 360 Degree Stay Put Eyeshadow Primer	Eye-Makeup	3.7803	2330
stila	stila Stay All Day Waterproof Brow Color	Eye-Makeup	4.0442	113
Smashbox	Smashbox Studio Skin 24 Hour Waterproof Concealer	Eye-Makeup	3.4535	172
NARS	NARS NARS x Charlotte Gainsbourg Velvet Duo Eyeshadow	Eye-Makeup	4.6667	3
Smashbox	Smashbox 24 Hour Photo Finish Shadow Primer	Eye-Makeup	4.5133	526
Lancôme	Lancôme GRANDIÔSE - Wide-Angle Fan Effect Mascara	Eye-Makeup	3.9481	520
MAKE UP FOR EVER	MAKE UP FOR EVER Ink Liner	Eye-Makeup	3.7352	253
tarte	"tarte Lights, Camera, Splashes™ Waterproof Mascara"	Eye-Makeup	3.7154	1506
NARS	NARS Kohliner	Eye-Makeup	4.3953	43
SEPHORA COLLECTION	SEPHORA COLLECTION Beauty Amplifier Lid and Liner Primer	Eye-Makeup	3.6818	22
The Estée Edit	The Estée Edit Fluid Metal EyeShadow	Eye-Makeup	3.4545	11
Bobbi Brown	Bobbi Brown Perfectly Defined Long-Wear Brow Pencil	Eye-Makeup	4.5778	45
Dior	Dior Dior Addict It-Lash Mascara	Eye-Makeup	4.2133	601
Lancôme	Lancôme LE CRAYON POUDRE - Powder Pencil for the Brows	Eye-Makeup	4.4071	393
Too Faced	Too Faced Chocolate Bon Bons Palette	Eye-Makeup	4.667	877
Marc Jacobs Beauty	Marc Jacobs Beauty Style Eye Con No 7 Plush Eyeshadow Palette	Eye-Makeup	4.0927	453
tarte	tarte Tarteist™ Metallic Shadow	Eye-Makeup	4.6923	40
Lancôme	Lancôme LE STYLO WATERPROOF - Long Lasting Eyeliner	Eye-Makeup	3.8988	435
Lancôme	Lancôme GRANDIÔSE Bendable Liquid Eyeliner	Eye-Makeup	3.3421	76
Hourglass	Hourglass Hidden® Corrective Concealer	Eye-Makeup	4.2122	655
Pretty Vulgar	Pretty Vulgar Pretty Birdie Eyeshadow Palette	Eye-Makeup	4.75	8
Kat Von D	Kat Von D Immortal Lash 24 Hour Mascara	Eye-Makeup	3.4273	660
SEPHORA COLLECTION	SEPHORA COLLECTION False Eye Lashes	Eye-Makeup	4.0435	184
tarte	tarte Colored Clay CC Undereye Corrector	Eye-Makeup	4.2278	417
MAKE UP FOR EVER	MAKE UP FOR EVER Diamond Powder	Eye-Makeup	4.1635	263
Urban Decay	Urban Decay Full Spectrum Palette	Eye-Makeup	3.6624	389
Pretty Vulgar	Pretty Vulgar Writing on the Wall Eyeliner Pencil	Eye-Makeup	5	1
BECCA	BECCA Aqua Luminous Perfecting Concealer	Eye-Makeup	4.3621	58
Huda Beauty	Huda Beauty Lash Glue	Eye-Makeup	5	3
Pretty Vulgar	Pretty Vulgar Early Bird Eyeshadow Palette	Eye-Makeup	4	19
Urban Decay	Urban Decay Eyeshadow Primer Potion - Eden	Eye-Makeup	4.3272	1092
Bobbi Brown	Bobbi Brown Natural Brow Shaper & Hair Touch Up	Eye-Makeup	4.58	50
Urban Decay	Urban Decay Eyeshadow Primer Potion – Sin	Eye-Makeup	4.5714	14
CLINIQUE	CLINIQUE Line Smoothing Concealer	Eye-Makeup	4.0989	657
Pretty Vulgar	Pretty Vulgar The Ink Gel Eyeliner	Eye-Makeup	4.125	8
The Estée Edit	The Estée Edit The Edgiest Up & Out Double Mascara	Eye-Makeup	3.6875	48
Tweezerman	Tweezerman Pink Perfection Slant Tweezer	Eye-Makeup	4.5737	190
tarte	tarte Skinny SmolderEYES™ Amazonian Clay Waterproof Liner	Eye-Makeup	3.9245	478
Grande Cosmetics	Grande Cosmetics GrandeBROW Brow Enhancing Serum	Eye-Makeup	5	2
Anastasia Beverly Hills	Anastasia Beverly Hills Concealer	Eye-Makeup	3.9493	296
Huda Beauty	Huda Beauty Easy Lash Collection	Eye-Makeup	5	1
LASHFOOD	LASHFOOD Lash Transformation System	Eye-Makeup	3.5714	56
SEPHORA COLLECTION	SEPHORA COLLECTION Full Action Extreme Effect Mascara	Eye-Makeup	3.7718	1192
NUDESTIX	NUDESTIX Magnetic Eye Color	Eye-Makeup	4.1628	129
Urban Decay	Urban Decay 24/7 Waterline Eye Pencil	Eye-Makeup	3.1264	277
Touch In Sol	Touch In Sol Metallist Liquid Foil & Glitter Eye Shadow Duo	Eye-Makeup	4.4471	169
BURBERRY	BURBERRY Complete Eye Palette	Eye-Makeup	4.3818	55
Blinc	Blinc Blinc Mascara	Eye-Makeup	4.1669	3600
Yves Saint Laurent	Yves Saint Laurent Couture Palette	Eye-Makeup	4.2933	75
Bobbi Brown	Bobbi Brown No Smudge Mascara	Eye-Makeup	3.8889	54
MAKE UP FOR EVER	MAKE UP FOR EVER Artist Palette Volume 3 - Florals	Eye-Makeup	3.6721	61
Benefit Cosmetics	Benefit Cosmetics They’re Real! Push-Up Liner	Eye-Makeup	2.7062	4367
Laura Mercier	Laura Mercier Tightline Cake Eye Liner	Eye-Makeup	4.3353	346
Viseart	Viseart EyeShadow Palette Petit PRO	Eye-Makeup	4.1739	69
Smashbox	Smashbox Full Exposure Palette	Eye-Makeup	3.4126	933
Estée Lauder	Estée Lauder Double Wear Stay-In-Place Flawless Wear Concealer	Eye-Makeup	4.2299	188
Bobbi Brown	Bobbi Brown Creamy Concealer Kit	Eye-Makeup	3.698	510
SEPHORA COLLECTION	SEPHORA COLLECTION STYLOGRAPHIC - Fine Line Micro Thin Felt Liner	Eye-Makeup	3	5
CLINIQUE	CLINIQUE Naturally Glossy Mascara	Eye-Makeup	4.3893	637
Bobbi Brown	Bobbi Brown Eye Shadow	Eye-Makeup	4.4084	311
Smashbox	Smashbox Photo Finish Hydrating Under Eye Primer	Eye-Makeup	3.9149	331
Smashbox	Smashbox Brow Tech To Go	Eye-Makeup	4.3056	710
MAKE UP FOR EVER	MAKE UP FOR EVER Smoky Lash Mascara	Eye-Makeup	4.2033	2533
DUO	DUO Eyelash Adhesive	Eye-Makeup	4.4331	725
Pretty Vulgar	Pretty Vulgar Rising Arch Eyebrow Gel	Eye-Makeup	5	1
COVER FX	COVER FX Cream Concealer	Eye-Makeup	4.0638	470
SEPHORA COLLECTION	SEPHORA COLLECTION Long Lasting Eyeliner High Precision Brush	Eye-Makeup	4.1963	810
MAKE UP FOR EVER	MAKE UP FOR EVER Glitters	Eye-Makeup	4.2493	345
Benefit Cosmetics	Benefit Cosmetics BROWVO! Conditioning Primer Nutrient Rich Eyebrow Primer	Eye-Makeup	4.0331	121
Smashbox	Smashbox Full Exposure Mascara	Eye-Makeup	3.9749	957
Kat Von D	Kat Von D Tattoo Brow	Eye-Makeup	3.4861	323
Smashbox	Smashbox Camera Ready BB Cream Eyes Broad Spectrum SPF 15	Eye-Makeup	4.0053	379
tarte	tarte Tarteist™ Pro Cruelty-Free Lashes	Eye-Makeup	3.3889	36
Josie Maran	Josie Maran Argan Creamy Concealer Crayon	Eye-Makeup	4.0587	444
Bobbi Brown	Bobbi Brown Long-Wear Cream Shadow	Eye-Makeup	4.3699	346
Too Faced	Too Faced Better Than False Lashes Extreme!	Eye-Makeup	3.3649	348
tarte	tarte Lifted™ Sweatproof Mascara	Eye-Makeup	3.9432	88
stila	stila Matte 'n Metal Eyeshadow Palette	Eye-Makeup	3.8571	21
Benefit Cosmetics	Benefit Cosmetics Bigger & Bolder Brows Kit	Eye-Makeup	4.5421	107
LASHFOOD	LASHFOOD BROWFOOD Tinted Brow Enhancing Gelfix	Eye-Makeup	4.5508	118
Benefit Cosmetics	Benefit Cosmetics Brow Zings Tame & Shape Kit	Eye-Makeup	4.3996	1579
TOM FORD	TOM FORD Sheer Highlighting Duo	Eye-Makeup	4.2727	11
CLINIQUE	CLINIQUE High Impact Waterproof Mascara	Eye-Makeup	3.7696	217
stila	stila Eye Shadow	Eye-Makeup	4.5205	1929
Velour Silk Lashes	Velour Silk Lashes Fluff’n Thick Silk Lash Collection	Eye-Makeup	3.6516	155
stila	"stila Perfect Me, Perfect Hue Eye & Cheek Palette"	Eye-Makeup	4.4667	105
Dior	Dior Fusion Mono Eyeshadow	Eye-Makeup	4.3478	184
tarte	tarte Tarteist™ Pro Custom Magnetic Palette	Eye-Makeup	4.9286	42
Pretty Vulgar	Pretty Vulgar Down Below Lash Primer	Eye-Makeup	4.6	6
NARS	NARS Dual-Intensity Eyeshadow	Eye-Makeup	4.4279	451
MAKE UP FOR EVER	MAKE UP FOR EVER Star Lit Powder	Eye-Makeup	4.697	99
Dior	Dior Diorshow Iconic Overcurl Waterproof Mascara	Eye-Makeup	3.8036	112
Givenchy	Givenchy Noir Couture 4 in 1 Mascara	Eye-Makeup	4.1489	564
MAKE UP FOR EVER	MAKE UP FOR EVER Lift Concealer	Eye-Makeup	4.288	955
Marc Jacobs Beauty	Marc Jacobs Beauty Twinkle Pop Stick Eyeshadow	Eye-Makeup	4.2451	257
Giorgio Armani Beauty	Giorgio Armani Beauty Eyes To Kill Mascara	Eye-Makeup	4.2872	94
Bobbi Brown	Bobbi Brown Intensive Skin Serum Corrector	Eye-Makeup	3.9464	112
Too Faced	Too Faced Sketch Marker Liquid Art Eyeliner	Eye-Makeup	3.3496	269
Lancôme	Lancôme Teint Idole Ultra Wear Camouflage Concealer	Eye-Makeup	4.2515	509
CLINIQUE	CLINIQUE Lash Building Primer	Eye-Makeup	4.3064	643
SEPHORA COLLECTION	SEPHORA COLLECTION 8 HR Wear Perfect Cover Concealer	Eye-Makeup	3.7386	353
NARS	NARS Single Eye Shadow	Eye-Makeup	4.3364	1977
SEPHORA COLLECTION	SEPHORA COLLECTION Outrageous Curl – Dramatic Volume And Curve Mascara	Eye-Makeup	3.6861	532
MAKE UP FOR EVER	MAKE UP FOR EVER Aqua Brow	Eye-Makeup	4.4158	772
SEPHORA COLLECTION	SEPHORA COLLECTION Eyebrow Touch Up Razor Set	Eye-Makeup	4.3735	415
Guerlain	Guerlain Maxilash Volumizing and Curling Mascara	Eye-Makeup	4.2997	654
Smashbox	Smashbox Always On Gel Liner	Eye-Makeup	4.3	10
Kat Von D	Kat Von D Metal Crush Eyeshadow	Eye-Makeup	4.6515	505
SEPHORA COLLECTION	SEPHORA COLLECTION Bulls Eye Lash Applicator	Eye-Makeup	4.2311	225
tarte	tarte Fake Awake Eyeliner	Eye-Makeup	4.2222	28
Benefit Cosmetics	Benefit Cosmetics Free Rollin’ Roller Lash Super-Curling Mascara Set	Eye-Makeup	4.3793	87
Amazing Cosmetics	Amazing Cosmetics Amazing Concealer	Eye-Makeup	4.3895	1692
MILK MAKEUP	MILK MAKEUP Gel Brow	Eye-Makeup	4.5909	110
tarte	tarte Opening Act Lash Primer	Eye-Makeup	4.3698	192
SEPHORA COLLECTION	SEPHORA COLLECTION Brow Gel	Eye-Makeup	4	4
stila	stila Eyes Are the Window™ Shadow Palettes	Eye-Makeup	4.2622	431
Kat Von D	Kat Von D Lock-It Brightening Powder	Eye-Makeup	3.8347	121
Tweezerman	Tweezerman Stainless Steel Slant Tweezer	Eye-Makeup	4.3497	143
bareMinerals	bareMinerals Lash Domination® Volumizing Mascara	Eye-Makeup	3.6034	116
CLINIQUE	CLINIQUE Lash Doubling Mascara	Eye-Makeup	4.0505	653
Dior	Dior Diorshow Iconic Waterproof Mascara	Eye-Makeup	3.9761	710
CLINIQUE	CLINIQUE Superfine Liner for Brows	Eye-Makeup	4.3759	540
MAKE UP FOR EVER	MAKE UP FOR EVER Artist Palette Volume 1 – Nudes	Eye-Makeup	4.2238	412
CLINIQUE	CLINIQUE All About Shadow 8-Pan Palette	Eye-Makeup	4.3591	298
NARS	NARS NARS x Charlotte Gainsbourg Kohliner	Eye-Makeup	5	1
Dior	Dior Diorshow Black Out Waterproof Mascara	Eye-Makeup	3.7881	1458
Smashbox	Smashbox Photo Matte Eyes Travel Palette	Eye-Makeup	4.0405	74
tarte	tarte Sex Kitten Eyeliner	Eye-Makeup	4.3182	23
Buxom	Buxom Customizable Eyeshadow Bar Palette	Eye-Makeup	4.6591	132
Smashbox	Smashbox Always Sharp 3D Liner	Eye-Makeup	3.7692	143
Givenchy	Givenchy Phenomen’Eyes Waterproof  Mascara	Eye-Makeup	4.1892	37
Benefit Cosmetics	Benefit Cosmetics Eye Got Brow!	Eye-Makeup	4	1
BURBERRY	BURBERRY Eye Colour - Wet & Dry Silk Shadow	Eye-Makeup	4.5	68
Givenchy	Givenchy Khol Couture Waterproof Retractable Eyeliner	Eye-Makeup	4.381	21
MAKE UP FOR EVER	MAKE UP FOR EVER Aqua Liner Liquid Eyeliner	Eye-Makeup	4.0608	1463
SEPHORA COLLECTION	SEPHORA COLLECTION House of Lashes x Sephora Collection Lash Collection	Eye-Makeup	3.5758	100
Laura Mercier	Laura Mercier Eyebrow Pencil	Eye-Makeup	4.2659	583
Giorgio Armani Beauty	Giorgio Armani Beauty Black Ecstasy Mascara	Eye-Makeup	4.2308	78
Too Faced	Too Faced Brow Envy Brow Shaping & Defining Kit	Eye-Makeup	4.3489	364
Urban Decay	Urban Decay 24/7 Concealer Pencil	Eye-Makeup	4.0271	665
Giorgio Armani Beauty	Giorgio Armani Beauty Eyes To Kill Waterproof Mascara	Eye-Makeup	4.1333	60
CLINIQUE	"CLINIQUE Airbrush Concealer Illuminates, Perfects"	Eye-Makeup	4.1952	415
BURBERRY	BURBERRY Cat Lashes Mascara	Eye-Makeup	3.9099	111
COVER FX	COVER FX Cover Click Concealer + Foundation	Eye-Makeup	3.6077	130
KEVYN AUCOIN	KEVYN AUCOIN The Precision Brow Pencil	Eye-Makeup	4.4545	33
BECCA	BECCA Ultimate Coverage Concealer	Eye-Makeup	4.205	239
Givenchy	Givenchy Phenomen’Eyes Mascara	Eye-Makeup	4.3656	93
tarte	tarte Rainforest of the Sea™ Eyeshadow Palette Volume II	Eye-Makeup	3.7215	79
stila	stila Magnificent Metals Foil Finish Eye Shadow	Eye-Makeup	3.6722	543
BURBERRY	BURBERRY Effortless Eyebrow Definer	Eye-Makeup	4.8	50
Wander Beauty	Wander Beauty Unlashed Volume & Curl Mascara	Eye-Makeup	4.125	48
Laura Mercier	Laura Mercier Candleglow Concealer and Highlighter	Eye-Makeup	3.3	30
Hourglass	Hourglass Modernist Eyeshadow Palette	Eye-Makeup	3.6225	453
SEPHORA COLLECTION	SEPHORA COLLECTION V for V.O.L.U.M.E. Mascara	Eye-Makeup	3.8788	33
Giorgio Armani Beauty	Giorgio Armani Beauty High Precision Retouch	Eye-Makeup	4.2571	35
Lancôme	Lancôme Color Design 5 Shadow & Liner Palette	Eye-Makeup	4.3072	319
MAKE UP FOR EVER	MAKE UP FOR EVER Aqua Cream	Eye-Makeup	4.3929	1672
CLINIQUE	CLINIQUE Bottom Lash Mascara	Eye-Makeup	4.4557	1466
Lancôme	Lancôme HYPNOSE WATERPROOF - Custom Volume Mascara	Eye-Makeup	3.97	333
Smashbox	Smashbox Full Exposure Travel Palette	Eye-Makeup	3.4942	431
SEPHORA COLLECTION	SEPHORA COLLECTION Show Curl Lash Curler	Eye-Makeup	3.7083	121
Marc Jacobs Beauty	Marc Jacobs Beauty Bestselling Mascara & Gel Eyeliner Set	Eye-Makeup	3.6364	11
MAKE UP FOR EVER	MAKE UP FOR EVER Pro Sculpting Brow	Eye-Makeup	3.8507	67
Anastasia Beverly Hills	Anastasia Beverly Hills Waterproof Crème Color	Eye-Makeup	3.4497	150
Bésame Cosmetics	Bésame Cosmetics Cake Mascara	Eye-Makeup	4.0909	33
Natasha Denona	Natasha Denona Eyeshadow Palette 10	Eye-Makeup	4.875	8
Laura Mercier	Laura Mercier Kohl Eye Pencil	Eye-Makeup	4.3148	683
BURBERRY	BURBERRY Eye Colour Contour Smoke & Sculpt Pen	Eye-Makeup	4.52	25
Smashbox	Smashbox Brow Tech Matte Pencil	Eye-Makeup	3.7593	108
Dior	Dior Fix It 2-In-1 Prime & Conceal	Eye-Makeup	3.7215	79
Urban Decay	Urban Decay Brow Beater Microfine Brow Pencil and Brush	Eye-Makeup	4.352	125
NARS	NARS NARS Audacious Mascara	Eye-Makeup	2.9255	604
Tweezerman	Tweezerman Pink Perfection Mini Slant Tweezer	Eye-Makeup	4.6452	62
SEPHORA COLLECTION	SEPHORA COLLECTION Colorful 5 Eye Contouring Palette	Eye-Makeup	3.9091	11
NARS	NARS Velvet Shadow Stick	Eye-Makeup	4.5532	48
tarte	tarte Tarteist™ Pro Little Lash Helper Lash Applicator	Eye-Makeup	4	5
CLINIQUE	CLINIQUE High Impact Extreme Volume Mascara	Eye-Makeup	3.5854	410
Smashbox	Smashbox Photo Finish Lid Primer	Eye-Makeup	3.2667	31
Blinc	Blinc Eyebrow Mousse	Eye-Makeup	4.3421	152
Amazing Cosmetics	Amazing Cosmetics Amazing Concealer To Go	Eye-Makeup	4.3318	1332
Smashbox	Smashbox Limitless Liquid Liner Pen	Eye-Makeup	4.1463	458
Pretty Vulgar	Pretty Vulgar Nightingale Eyeshadow Palette	Eye-Makeup	4.1667	6
Lancôme	Lancôme GRANDIÔSE Extreme Wide-Angle Extreme Volume Mascara	Eye-Makeup	3.6329	79
NARS	NARS Eyeliner Stylo	Eye-Makeup	3.7131	251
Buxom	Buxom White Russian on the Rocks Eyeshadow Bar Palette	Eye-Makeup	4.2667	15
Benefit Cosmetics	Benefit Cosmetics 24-HR Brow Setter Shaping & Setting Gel	Eye-Makeup	4.1416	114
Anastasia Beverly Hills	Anastasia Beverly Hills Brow Enhancing Serum Advanced	Eye-Makeup	3.4236	347
Lancer	Lancer Lash Serum Intense	Eye-Makeup	4	2
tarte	tarte Best In Faux Lash Extending Fibers	Eye-Makeup	2.7532	466
Estée Lauder	Estée Lauder Sumptuous Extreme Lash Multiplying Volume Mascara	Eye-Makeup	4.2718	103
MILK MAKEUP	MILK MAKEUP Eye Vinyl	Eye-Makeup	3.8	50
MAKE UP FOR EVER	MAKE UP FOR EVER Star Lit Liquid	Eye-Makeup	3.5556	45
Velour Silk Lashes	Velour Silk Lashes Silk False Lash Collection	Eye-Makeup	3.4217	166
trèStiQue	"trèStiQue Conceal, Cover & Correct Crayon"	Eye-Makeup	4.4	5
Yves Saint Laurent	Yves Saint Laurent Touche Eclat Star Collector	Eye-Makeup	4	1
Yves Saint Laurent	Yves Saint Laurent EYELINER EFFET FAUX CILS SHOCKING - Bold Felt-Tip Eyeliner Pen	Eye-Makeup	3.7324	71
Laura Mercier	Laura Mercier Long Lash Mascara	Eye-Makeup	4.2664	229
Givenchy	Givenchy Ombre Couture Cream Eyeshadow	Eye-Makeup	3.9455	110
Lancôme	Lancôme HYPNÔSE DOLL LASHES Mascara	Eye-Makeup	3.4733	712
SEPHORA COLLECTION	SEPHORA COLLECTION Eye Pencil To Go	Eye-Makeup	3.4783	92
Anastasia Beverly Hills	Anastasia Beverly Hills Highlighting Duo Pencil	Eye-Makeup	4.4677	434
Laura Mercier	Laura Mercier High Coverage Concealer For Under Eye	Eye-Makeup	3.7753	227
NARS	NARS Eye Paint	Eye-Makeup	4.1196	184
